"OID","Country or Area","Year","Description","Magnitude","Value"
"935a6206GG...","CZECH REPUBLIC","1999","INSURANCE TECHNICAL RESERVES","KORUNY","206000000"
"935a6207GG...","CZECH REPUBLIC","1999","FINANCIAL DERIVATIVES","KORUNY","0"
"935a6307GG...","CZECH REPUBLIC","1999","FINANCIAL DERIVATIVES","KORUNY","0"
"935a62..GG...","CZECH REPUBLIC","1999","FINANCIAL ASSETS","KORUNY","1143900000000"
"935a6202GG...","CZECH REPUBLIC","1999","CURRENCY AND DEPOSITS","KORUNY","143061000000"
"935a6302GG...","CZECH REPUBLIC","1999","CURRENCY AND DEPOSITS","KORUNY","0"
"128a6205GG...","DENMARK","2008","SHARES AND OTHER EQUITY","KRONER","251600000000"
"128a6305GG...","DENMARK","2008","SHARES AND OTHER EQUITY","KRONER","0"
"128a6203GG...","DENMARK","2008","SECURITIES OTHER THAN SHARES","KRONER","19548000000"
"128a6303GG...","DENMARK","2008","SECURITIES OTHER THAN SHARES","KRONER","490473000000"
"128a6208GG...","DENMARK","2008","OTHER ACCOUNTS RECEIVABLE","KRONER","197524000000"
"128a6308GG...","DENMARK","2008","OTHER ACCOUNTS PAYABLE","KRONER","107329000000"
"128a6M2.GG...","DENMARK","2008","NET FINANCIAL WORTH [62-63]","KRONER","113311000000"
"128a623.GG...","DENMARK","2008","MONETARY GOLD AND SDRS","KRONER","0"
"128a6304GG...","DENMARK","2008","LOANS","KRONER","122197000000"
"128a6204GG...","DENMARK","2008","LOANS","KRONER","89381000000"
"128a63..GG...","DENMARK","2008","LIABILITIES","KRONER","737528000000"
"128a6206GG...","DENMARK","2008","INSURANCE TECHNICAL RESERVES","KRONER","600000000"
"128a6306GG...","DENMARK","2008","INSURANCE TECHNICAL RESERVES","KRONER","0"
"128a6M35GG...","DENMARK","2008","GROSS DEBT AT FACE VALUE","KRONER","593798000000"
"128a6307GG...","DENMARK","2008","FINANCIAL DERIVATIVES","KRONER","3347000000"
"128a6207GG...","DENMARK","2008","FINANCIAL DERIVATIVES","KRONER","0"
"128a62..GG...","DENMARK","2008","FINANCIAL ASSETS","KRONER","850839000000"
"128a6202GG...","DENMARK","2008","CURRENCY AND DEPOSITS","KRONER","292186000000"
"128a6302GG...","DENMARK","2008","CURRENCY AND DEPOSITS","KRONER","14182000000"
"128a6205GG...","DENMARK","2007","SHARES AND OTHER EQUITY","KRONER","253891000000"
"128a6305GG...","DENMARK","2007","SHARES AND OTHER EQUITY","KRONER","0"
"128a6203GG...","DENMARK","2007","SECURITIES OTHER THAN SHARES","KRONER","17172000000"
"128a6303GG...","DENMARK","2007","SECURITIES OTHER THAN SHARES","KRONER","345986000000"
"128a6208GG...","DENMARK","2007","OTHER ACCOUNTS RECEIVABLE","KRONER","156124000000"
"128a6308GG...","DENMARK","2007","OTHER ACCOUNTS PAYABLE","KRONER","109545000000"
"128a6M2.GG...","DENMARK","2007","NET FINANCIAL WORTH [62-63]","KRONER","62601000000"
"128a623.GG...","DENMARK","2007","MONETARY GOLD AND SDRS","KRONER","0"
"128a6304GG...","DENMARK","2007","LOANS","KRONER","108645000000"
"128a6204GG...","DENMARK","2007","LOANS","KRONER","65215000000"
"128a63..GG...","DENMARK","2007","LIABILITIES","KRONER","577962000000"
"128a6206GG...","DENMARK","2007","INSURANCE TECHNICAL RESERVES","KRONER","625000000"
"128a6306GG...","DENMARK","2007","INSURANCE TECHNICAL RESERVES","KRONER","0"
"128a6M35GG...","DENMARK","2007","GROSS DEBT AT FACE VALUE","KRONER","462786000000"
"128a6307GG...","DENMARK","2007","FINANCIAL DERIVATIVES","KRONER","489000000"
"128a6207GG...","DENMARK","2007","FINANCIAL DERIVATIVES","KRONER","0"
"128a62..GG...","DENMARK","2007","FINANCIAL ASSETS","KRONER","640563000000"
"128a6202GG...","DENMARK","2007","CURRENCY AND DEPOSITS","KRONER","147536000000"
"128a6302GG...","DENMARK","2007","CURRENCY AND DEPOSITS","KRONER","13297000000"
"128a6205GG...","DENMARK","2006","SHARES AND OTHER EQUITY","KRONER","247366000000"
"128a6305GG...","DENMARK","2006","SHARES AND OTHER EQUITY","KRONER","0"
"128a6203GG...","DENMARK","2006","SECURITIES OTHER THAN SHARES","KRONER","17773000000"
"128a6303GG...","DENMARK","2006","SECURITIES OTHER THAN SHARES","KRONER","424196000000"
"128a6208GG...","DENMARK","2006","OTHER ACCOUNTS RECEIVABLE","KRONER","145574000000"
"128a6308GG...","DENMARK","2006","OTHER ACCOUNTS PAYABLE","KRONER","132624000000"
"128a6M2.GG...","DENMARK","2006","NET FINANCIAL WORTH [62-63]","KRONER","-31535000000"
"128a623.GG...","DENMARK","2006","MONETARY GOLD AND SDRS","KRONER","0"
"128a6304GG...","DENMARK","2006","LOANS","KRONER","99438000000"
"128a6204GG...","DENMARK","2006","LOANS","KRONER","95144000000"
"128a63..GG...","DENMARK","2006","LIABILITIES","KRONER","673035000000"
"128a6206GG...","DENMARK","2006","INSURANCE TECHNICAL RESERVES","KRONER","565000000"
"128a6306GG...","DENMARK","2006","INSURANCE TECHNICAL RESERVES","KRONER","0"
"128a6M35GG...","DENMARK","2006","GROSS DEBT AT FACE VALUE","KRONER","523351000000"
"128a6307GG...","DENMARK","2006","FINANCIAL DERIVATIVES","KRONER","3689000000"
"128a6207GG...","DENMARK","2006","FINANCIAL DERIVATIVES","KRONER","0"
"128a62..GG...","DENMARK","2006","FINANCIAL ASSETS","KRONER","641500000000"
"128a6202GG...","DENMARK","2006","CURRENCY AND DEPOSITS","KRONER","135078000000"
"128a6302GG...","DENMARK","2006","CURRENCY AND DEPOSITS","KRONER","13088000000"
"128a6205GG...","DENMARK","2005","SHARES AND OTHER EQUITY","KRONER","235508000000"
"128a6305GG...","DENMARK","2005","SHARES AND OTHER EQUITY","KRONER","0"
"128a6203GG...","DENMARK","2005","SECURITIES OTHER THAN SHARES","KRONER","22062000000"
"128a6303GG...","DENMARK","2005","SECURITIES OTHER THAN SHARES","KRONER","514250000000"
"128a6208GG...","DENMARK","2005","OTHER ACCOUNTS RECEIVABLE","KRONER","132278000000"
"128a6308GG...","DENMARK","2005","OTHER ACCOUNTS PAYABLE","KRONER","80822000000"
"128a6M2.GG...","DENMARK","2005","NET FINANCIAL WORTH [62-63]","KRONER","-162937000000"
"128a623.GG...","DENMARK","2005","MONETARY GOLD AND SDRS","KRONER","0"
"128a6304GG...","DENMARK","2005","LOANS","KRONER","93520000000"
"128a6204GG...","DENMARK","2005","LOANS","KRONER","84795000000"
"128a63..GG...","DENMARK","2005","LIABILITIES","KRONER","708706000000"
"128a6206GG...","DENMARK","2005","INSURANCE TECHNICAL RESERVES","KRONER","586000000"
"128a6306GG...","DENMARK","2005","INSURANCE TECHNICAL RESERVES","KRONER","0"
"128a6M35GG...","DENMARK","2005","GROSS DEBT AT FACE VALUE","KRONER","583457000000"
"128a6307GG...","DENMARK","2005","FINANCIAL DERIVATIVES","KRONER","7798000000"
"128a6207GG...","DENMARK","2005","FINANCIAL DERIVATIVES","KRONER","0"
"128a62..GG...","DENMARK","2005","FINANCIAL ASSETS","KRONER","545769000000"
"128a6202GG...","DENMARK","2005","CURRENCY AND DEPOSITS","KRONER","70540000000"
"128a6302GG...","DENMARK","2005","CURRENCY AND DEPOSITS","KRONER","12316000000"
"128a6205GG...","DENMARK","2004","SHARES AND OTHER EQUITY","KRONER","229183000000"
"128a6305GG...","DENMARK","2004","SHARES AND OTHER EQUITY","KRONER","0"
"128a6203GG...","DENMARK","2004","SECURITIES OTHER THAN SHARES","KRONER","28646000000"
"128a6303GG...","DENMARK","2004","SECURITIES OTHER THAN SHARES","KRONER","599417000000"
"128a6208GG...","DENMARK","2004","OTHER ACCOUNTS RECEIVABLE","KRONER","161677000000"
"128a6308GG...","DENMARK","2004","OTHER ACCOUNTS PAYABLE","KRONER","85670000000"
"128a6M2.GG...","DENMARK","2004","NET FINANCIAL WORTH [62-63]","KRONER","-217054000000"
"128a623.GG...","DENMARK","2004","MONETARY GOLD AND SDRS","KRONER","0"
"128a6304GG...","DENMARK","2004","LOANS","KRONER","89174000000"
"128a6204GG...","DENMARK","2004","LOANS","KRONER","76236000000"
"128a63..GG...","DENMARK","2004","LIABILITIES","KRONER","791908000000"
"128a6206GG...","DENMARK","2004","INSURANCE TECHNICAL RESERVES","KRONER","549000000"
"128a6306GG...","DENMARK","2004","INSURANCE TECHNICAL RESERVES","KRONER","0"
"128a6M35GG...","DENMARK","2004","GROSS DEBT AT FACE VALUE","KRONER","661699000000"
"128a6307GG...","DENMARK","2004","FINANCIAL DERIVATIVES","KRONER","6054000000"
"128a6207GG...","DENMARK","2004","FINANCIAL DERIVATIVES","KRONER","0"
"128a62..GG...","DENMARK","2004","FINANCIAL ASSETS","KRONER","574854000000"
"128a6202GG...","DENMARK","2004","CURRENCY AND DEPOSITS","KRONER","78563000000"
"128a6302GG...","DENMARK","2004","CURRENCY AND DEPOSITS","KRONER","11593000000"
"128a6205GG...","DENMARK","2003","SHARES AND OTHER EQUITY","KRONER","227475000000"
"128a6305GG...","DENMARK","2003","SHARES AND OTHER EQUITY","KRONER","0"
"128a6203GG...","DENMARK","2003","SECURITIES OTHER THAN SHARES","KRONER","30556000000"
"128a6303GG...","DENMARK","2003","SECURITIES OTHER THAN SHARES","KRONER","592191000000"
"128a6208GG...","DENMARK","2003","OTHER ACCOUNTS RECEIVABLE","KRONER","162366000000"
"128a6308GG...","DENMARK","2003","OTHER ACCOUNTS PAYABLE","KRONER","102593000000"
"128a6M2.GG...","DENMARK","2003","NET FINANCIAL WORTH [62-63]","KRONER","-252036000000"
"128a623.GG...","DENMARK","2003","MONETARY GOLD AND SDRS","KRONER","0"
"128a6304GG...","DENMARK","2003","LOANS","KRONER","87414000000"
"128a6204GG...","DENMARK","2003","LOANS","KRONER","69867000000"
"128a63..GG...","DENMARK","2003","LIABILITIES","KRONER","793451000000"
"128a6206GG...","DENMARK","2003","INSURANCE TECHNICAL RESERVES","KRONER","521000000"
"128a6306GG...","DENMARK","2003","INSURANCE TECHNICAL RESERVES","KRONER","0"
"128a6M35GG...","DENMARK","2003","GROSS DEBT AT FACE VALUE","KRONER","661263000000"
"128a6307GG...","DENMARK","2003","FINANCIAL DERIVATIVES","KRONER","0"
"128a6207GG...","DENMARK","2003","FINANCIAL DERIVATIVES","KRONER","0"
"128a62..GG...","DENMARK","2003","FINANCIAL ASSETS","KRONER","541415000000"
"128a6202GG...","DENMARK","2003","CURRENCY AND DEPOSITS","KRONER","50630000000"
"128a6302GG...","DENMARK","2003","CURRENCY AND DEPOSITS","KRONER","11253000000"
"128a6205GG...","DENMARK","2002","SHARES AND OTHER EQUITY","KRONER","205434000000"
"128a6305GG...","DENMARK","2002","SHARES AND OTHER EQUITY","KRONER","0"
"128a6203GG...","DENMARK","2002","SECURITIES OTHER THAN SHARES","KRONER","39675000000"
"128a6303GG...","DENMARK","2002","SECURITIES OTHER THAN SHARES","KRONER","625223000000"
"128a6208GG...","DENMARK","2002","OTHER ACCOUNTS RECEIVABLE","KRONER","161103000000"
"128a6308GG...","DENMARK","2002","OTHER ACCOUNTS PAYABLE","KRONER","84246000000"
"128a6M2.GG...","DENMARK","2002","NET FINANCIAL WORTH [62-63]","KRONER","-262645000000"
"128a623.GG...","DENMARK","2002","MONETARY GOLD AND SDRS","KRONER","0"
"128a6304GG...","DENMARK","2002","LOANS","KRONER","79077000000"
"128a6204GG...","DENMARK","2002","LOANS","KRONER","69818000000"
"128a63..GG...","DENMARK","2002","LIABILITIES","KRONER","799613000000"
"128a6206GG...","DENMARK","2002","INSURANCE TECHNICAL RESERVES","KRONER","482000000"
"128a6306GG...","DENMARK","2002","INSURANCE TECHNICAL RESERVES","KRONER","0"
"128a6M35GG...","DENMARK","2002","GROSS DEBT AT FACE VALUE","KRONER","679029000000"
"128a6307GG...","DENMARK","2002","FINANCIAL DERIVATIVES","KRONER","0"
"128a6207GG...","DENMARK","2002","FINANCIAL DERIVATIVES","KRONER","0"
"128a62..GG...","DENMARK","2002","FINANCIAL ASSETS","KRONER","536968000000"
"128a6202GG...","DENMARK","2002","CURRENCY AND DEPOSITS","KRONER","60456000000"
"128a6302GG...","DENMARK","2002","CURRENCY AND DEPOSITS","KRONER","11067000000"
"128a6305GG...","DENMARK","2001","SHARES AND OTHER EQUITY","KRONER","0"
"128a6205GG...","DENMARK","2001","SHARES AND OTHER EQUITY","KRONER","195151000000"
"128a6203GG...","DENMARK","2001","SECURITIES OTHER THAN SHARES","KRONER","54603000000"
"128a6303GG...","DENMARK","2001","SECURITIES OTHER THAN SHARES","KRONER","612079000000"
"128a6208GG...","DENMARK","2001","OTHER ACCOUNTS RECEIVABLE","KRONER","139198000000"
"128a6308GG...","DENMARK","2001","OTHER ACCOUNTS PAYABLE","KRONER","89693000000"
"128a6M2.GG...","DENMARK","2001","NET FINANCIAL WORTH [62-63]","KRONER","-268003000000"
"128a623.GG...","DENMARK","2001","MONETARY GOLD AND SDRS","KRONER","0"
"128a6304GG...","DENMARK","2001","LOANS","KRONER","68047000000"
"128a6204GG...","DENMARK","2001","LOANS","KRONER","66257000000"
"128a63..GG...","DENMARK","2001","LIABILITIES","KRONER","779810000000"
"128a6206GG...","DENMARK","2001","INSURANCE TECHNICAL RESERVES","KRONER","419000000"
"128a6306GG...","DENMARK","2001","INSURANCE TECHNICAL RESERVES","KRONER","0"
"128a6M35GG...","DENMARK","2001","GROSS DEBT AT FACE VALUE","KRONER","661895000000"
"128a6307GG...","DENMARK","2001","FINANCIAL DERIVATIVES","KRONER","0"
"128a6207GG...","DENMARK","2001","FINANCIAL DERIVATIVES","KRONER","14000000"
"128a62..GG...","DENMARK","2001","FINANCIAL ASSETS","KRONER","511807000000"
"128a6202GG...","DENMARK","2001","CURRENCY AND DEPOSITS","KRONER","56165000000"
"128a6302GG...","DENMARK","2001","CURRENCY AND DEPOSITS","KRONER","9991000000"
"128a6305GG...","DENMARK","2000","SHARES AND OTHER EQUITY","KRONER","0"
"128a6205GG...","DENMARK","2000","SHARES AND OTHER EQUITY","KRONER","176521000000"
"128a6203GG...","DENMARK","2000","SECURITIES OTHER THAN SHARES","KRONER","51335000000"
"128a6303GG...","DENMARK","2000","SECURITIES OTHER THAN SHARES","KRONER","619012000000"
"128a6208GG...","DENMARK","2000","OTHER ACCOUNTS RECEIVABLE","KRONER","150191000000"
"128a6308GG...","DENMARK","2000","OTHER ACCOUNTS PAYABLE","KRONER","79462000000"
"128a6M2.GG...","DENMARK","2000","NET FINANCIAL WORTH [62-63]","KRONER","-291253000000"
"128a623.GG...","DENMARK","2000","MONETARY GOLD AND SDRS","KRONER","0"
"128a6304GG...","DENMARK","2000","LOANS","KRONER","73995000000"
"128a6204GG...","DENMARK","2000","LOANS","KRONER","59926000000"
"128a63..GG...","DENMARK","2000","LIABILITIES","KRONER","781554000000"
"128a6206GG...","DENMARK","2000","INSURANCE TECHNICAL RESERVES","KRONER","445000000"
"128a6306GG...","DENMARK","2000","INSURANCE TECHNICAL RESERVES","KRONER","0"
"128a6M35GG...","DENMARK","2000","GROSS DEBT AT FACE VALUE","KRONER","678132000000"
"128a6307GG...","DENMARK","2000","FINANCIAL DERIVATIVES","KRONER","0"
"128a6207GG...","DENMARK","2000","FINANCIAL DERIVATIVES","KRONER","36000000"
"128a62..GG...","DENMARK","2000","FINANCIAL ASSETS","KRONER","490301000000"
"128a6202GG...","DENMARK","2000","CURRENCY AND DEPOSITS","KRONER","51847000000"
"128a6302GG...","DENMARK","2000","CURRENCY AND DEPOSITS","KRONER","9085000000"
"128a6305GG...","DENMARK","1999","SHARES AND OTHER EQUITY","KRONER","0"
"128a6205GG...","DENMARK","1999","SHARES AND OTHER EQUITY","KRONER","158256000000"
"128a6203GG...","DENMARK","1999","SECURITIES OTHER THAN SHARES","KRONER","50059000000"
"128a6303GG...","DENMARK","1999","SECURITIES OTHER THAN SHARES","KRONER","652079000000"
"128a6208GG...","DENMARK","1999","OTHER ACCOUNTS RECEIVABLE","KRONER","142918000000"
"128a6308GG...","DENMARK","1999","OTHER ACCOUNTS PAYABLE","KRONER","80153000000"
"128a6M2.GG...","DENMARK","1999","NET FINANCIAL WORTH [62-63]","KRONER","-344680000000"
"128a623.GG...","DENMARK","1999","MONETARY GOLD AND SDRS","KRONER","0"
"128a6304GG...","DENMARK","1999","LOANS","KRONER","73807000000"
"128a6204GG...","DENMARK","1999","LOANS","KRONER","62931000000"
"128a63..GG...","DENMARK","1999","LIABILITIES","KRONER","813696000000"
"128a6206GG...","DENMARK","1999","INSURANCE TECHNICAL RESERVES","KRONER","505000000"
"128a6306GG...","DENMARK","1999","INSURANCE TECHNICAL RESERVES","KRONER","0"
"128a6307GG...","DENMARK","1999","FINANCIAL DERIVATIVES","KRONER","0"
"128a6207GG...","DENMARK","1999","FINANCIAL DERIVATIVES","KRONER","0"
"128a62..GG...","DENMARK","1999","FINANCIAL ASSETS","KRONER","469016000000"
"128a6202GG...","DENMARK","1999","CURRENCY AND DEPOSITS","KRONER","54347000000"
"128a6302GG...","DENMARK","1999","CURRENCY AND DEPOSITS","KRONER","7657000000"
"939a6205GG...","ESTONIA","2008","SHARES AND OTHER EQUITY","KROONI","45805000000"
"939a6305GG...","ESTONIA","2008","SHARES AND OTHER EQUITY","KROONI","0"
"939a6303GG...","ESTONIA","2008","SECURITIES OTHER THAN SHARES","KROONI","2687000000"
"939a6203GG...","ESTONIA","2008","SECURITIES OTHER THAN SHARES","KROONI","16876000000"
"939a6208GG...","ESTONIA","2008","OTHER ACCOUNTS RECEIVABLE","KROONI","11093000000"
"939a6308GG...","ESTONIA","2008","OTHER ACCOUNTS PAYABLE","KROONI","9015000000"
"939a6M2.GG...","ESTONIA","2008","NET FINANCIAL WORTH [62-63]","KROONI","64807000000"
"939a623.GG...","ESTONIA","2008","MONETARY GOLD AND SDRS","KROONI","0"
"939a6304GG...","ESTONIA","2008","LOANS","KROONI","8971000000"
"939a6204GG...","ESTONIA","2008","LOANS","KROONI","2465000000"
"939a63..GG...","ESTONIA","2008","LIABILITIES","KROONI","20675000000"
"939a6306GG...","ESTONIA","2008","INSURANCE TECHNICAL RESERVES","KROONI","0"
"939a6206GG...","ESTONIA","2008","INSURANCE TECHNICAL RESERVES","KROONI","22000000"
"939a6M35GG...","ESTONIA","2008","GROSS DEBT AT FACE VALUE","KROONI","11600000000"
"939a6307GG...","ESTONIA","2008","FINANCIAL DERIVATIVES","KROONI","2000000"
"939a6207GG...","ESTONIA","2008","FINANCIAL DERIVATIVES","KROONI","38000000"
"939a62..GG...","ESTONIA","2008","FINANCIAL ASSETS","KROONI","85482000000"
"939a6202GG...","ESTONIA","2008","CURRENCY AND DEPOSITS","KROONI","9183000000"
"939a6302GG...","ESTONIA","2008","CURRENCY AND DEPOSITS","KROONI","0"
"939a6305GG...","ESTONIA","2007","SHARES AND OTHER EQUITY","KROONI","0"
"939a6205GG...","ESTONIA","2007","SHARES AND OTHER EQUITY","KROONI","46711000000"
"939a6203GG...","ESTONIA","2007","SECURITIES OTHER THAN SHARES","KROONI","21844000000"
"939a6303GG...","ESTONIA","2007","SECURITIES OTHER THAN SHARES","KROONI","1925000000"
"939a6208GG...","ESTONIA","2007","OTHER ACCOUNTS RECEIVABLE","KROONI","10526000000"
"939a6308GG...","ESTONIA","2007","OTHER ACCOUNTS PAYABLE","KROONI","8806000000"
"939a6M2.GG...","ESTONIA","2007","NET FINANCIAL WORTH [62-63]","KROONI","72529000000"
"939a623.GG...","ESTONIA","2007","MONETARY GOLD AND SDRS","KROONI","0"
"939a6304GG...","ESTONIA","2007","LOANS","KROONI","7393000000"
"939a6204GG...","ESTONIA","2007","LOANS","KROONI","2567000000"
"939a63..GG...","ESTONIA","2007","LIABILITIES","KROONI","18135000000"
"939a6206GG...","ESTONIA","2007","INSURANCE TECHNICAL RESERVES","KROONI","22000000"
"939a6306GG...","ESTONIA","2007","INSURANCE TECHNICAL RESERVES","KROONI","0"
"939a6M35GG...","ESTONIA","2007","GROSS DEBT AT FACE VALUE","KROONI","9268000000"
"939a6307GG...","ESTONIA","2007","FINANCIAL DERIVATIVES","KROONI","11000000"
"939a6207GG...","ESTONIA","2007","FINANCIAL DERIVATIVES","KROONI","34000000"
"939a62..GG...","ESTONIA","2007","FINANCIAL ASSETS","KROONI","90664000000"
"939a6202GG...","ESTONIA","2007","CURRENCY AND DEPOSITS","KROONI","8960000000"
"939a6302GG...","ESTONIA","2007","CURRENCY AND DEPOSITS","KROONI","0"
"939a6305GG...","ESTONIA","2006","SHARES AND OTHER EQUITY","KROONI","0"
"939a6205GG...","ESTONIA","2006","SHARES AND OTHER EQUITY","KROONI","43297000000"
"939a6203GG...","ESTONIA","2006","SECURITIES OTHER THAN SHARES","KROONI","18242000000"
"939a6303GG...","ESTONIA","2006","SECURITIES OTHER THAN SHARES","KROONI","2985000000"
"939a6208GG...","ESTONIA","2006","OTHER ACCOUNTS RECEIVABLE","KROONI","8503000000"
"939a6308GG...","ESTONIA","2006","OTHER ACCOUNTS PAYABLE","KROONI","7547000000"
"939a6M2.GG...","ESTONIA","2006","NET FINANCIAL WORTH [62-63]","KROONI","65289000000"
"939a623.GG...","ESTONIA","2006","MONETARY GOLD AND SDRS","KROONI","0"
"939a6304GG...","ESTONIA","2006","LOANS","KROONI","6305000000"
"939a6204GG...","ESTONIA","2006","LOANS","KROONI","2729000000"
"939a63..GG...","ESTONIA","2006","LIABILITIES","KROONI","16844000000"
"939a6306GG...","ESTONIA","2006","INSURANCE TECHNICAL RESERVES","KROONI","0"
"939a6206GG...","ESTONIA","2006","INSURANCE TECHNICAL RESERVES","KROONI","22000000"
"939a6M35GG...","ESTONIA","2006","GROSS DEBT AT FACE VALUE","KROONI","9242000000"
"939a6307GG...","ESTONIA","2006","FINANCIAL DERIVATIVES","KROONI","7000000"
"939a6207GG...","ESTONIA","2006","FINANCIAL DERIVATIVES","KROONI","10000000"
"939a62..GG...","ESTONIA","2006","FINANCIAL ASSETS","KROONI","82133000000"
"939a6202GG...","ESTONIA","2006","CURRENCY AND DEPOSITS","KROONI","9330000000"
"939a6302GG...","ESTONIA","2006","CURRENCY AND DEPOSITS","KROONI","0"
"939a6305GG...","ESTONIA","2005","SHARES AND OTHER EQUITY","KROONI","0"
"939a6205GG...","ESTONIA","2005","SHARES AND OTHER EQUITY","KROONI","38808000000"
"939a6203GG...","ESTONIA","2005","SECURITIES OTHER THAN SHARES","KROONI","12822000000"
"939a6303GG...","ESTONIA","2005","SECURITIES OTHER THAN SHARES","KROONI","2163000000"
"939a6208GG...","ESTONIA","2005","OTHER ACCOUNTS RECEIVABLE","KROONI","7545000000"
"939a6308GG...","ESTONIA","2005","OTHER ACCOUNTS PAYABLE","KROONI","6264000000"
"939a6M2.GG...","ESTONIA","2005","NET FINANCIAL WORTH [62-63]","KROONI","55781000000"
"939a623.GG...","ESTONIA","2005","MONETARY GOLD AND SDRS","KROONI","0"
"939a6304GG...","ESTONIA","2005","LOANS","KROONI","5907000000"
"939a6204GG...","ESTONIA","2005","LOANS","KROONI","2714000000"
"939a63..GG...","ESTONIA","2005","LIABILITIES","KROONI","14334000000"
"939a6306GG...","ESTONIA","2005","INSURANCE TECHNICAL RESERVES","KROONI","0"
"939a6206GG...","ESTONIA","2005","INSURANCE TECHNICAL RESERVES","KROONI","19000000"
"939a6M35GG...","ESTONIA","2005","GROSS DEBT AT FACE VALUE","KROONI","7999000000"
"939a6307GG...","ESTONIA","2005","FINANCIAL DERIVATIVES","KROONI","0"
"939a6207GG...","ESTONIA","2005","FINANCIAL DERIVATIVES","KROONI","0"
"939a62..GG...","ESTONIA","2005","FINANCIAL ASSETS","KROONI","70115000000"
"939a6202GG...","ESTONIA","2005","CURRENCY AND DEPOSITS","KROONI","8207000000"
"939a6302GG...","ESTONIA","2005","CURRENCY AND DEPOSITS","KROONI","0"
"939a6305GG...","ESTONIA","2004","SHARES AND OTHER EQUITY","KROONI","0"
"939a6205GG...","ESTONIA","2004","SHARES AND OTHER EQUITY","KROONI","33217000000"
"939a6203GG...","ESTONIA","2004","SECURITIES OTHER THAN SHARES","KROONI","11440000000"
"939a6303GG...","ESTONIA","2004","SECURITIES OTHER THAN SHARES","KROONI","2229000000"
"939a6208GG...","ESTONIA","2004","OTHER ACCOUNTS RECEIVABLE","KROONI","6391000000"
"939a6308GG...","ESTONIA","2004","OTHER ACCOUNTS PAYABLE","KROONI","5301000000"
